cold_inlet_temp,cold_mass_flow,hot_inlet_temp,hot_mass_flow,thermal_efficiency,cold_pressure_drop,hot_pressure_drop,global_htc,cold_outlet_temp,hot_outlet_temp
288.15,1.5,343.15,2.5,58.23697991902187,3.6732980258530006,1366.0732822051796,156.02260039012592,320.1851194121791,323.93901396180667
288.15,1.5,343.15,3.0,60.293493850330236,3.6318190540914657,1895.903672432978,158.27879836852975,321.31691705149575,326.5776807171699
288.15,1.5,343.15,3.5,61.969555172141945,3.605370202800259,2502.0320465198456,160.01689678165366,322.23929479022706,328.55189452221464
288.15,1.5,343.15,4.0,63.074374897067344,3.589947977772681,3183.6614509247884,161.391492903573,322.847283046313,330.15022427932604
288.15,1.5,343.15,4.5,63.91611685483072,3.5711386735056294,3936.997997806131,162.5335993727555,323.31048601391257,331.4414885005014
288.15,1.5,343.15,5.0,64.66201563407886,3.5555652975162957,4760.851955824895,163.49601243911997,323.72093808781165,332.49024307479124
288.15,1.5,348.15,0.5,86.5337926299419,4.307372001960175,75.82832179008983,125.86293484153323,305.45416455407553,296.2225445405575
288.15,1.5,348.15,1.0,65.26407836878165,3.9076434759772383,262.26137531147106,141.52649723110682,314.26029907870213,308.99149347206725
288.15,1.5,348.15,1.5,51.00202682100742,3.726398203682038,541.6703543727199,148.97514702537754,318.7599279766054,317.55655930885007
288.15,1.5,348.15,2.0,55.41781459383537,3.6263567949063145,906.9886026653112,153.4370541701928,321.4115603329912,323.2243558351755
